ProviderID,Provider Name,Email,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,Postal Code,Website,ContactName,ContactSurname,ID
116, CALEDON AUTO ELECTRICAL WORKS (Caledon),lgvw@cybertrade.co.za,"P O Box 276, CALEDON, 7320","New Cross Street, CALEDON, 7320",028 212-1860,Rough Work,New Cross Street,CALEDON,7320,,,,135
1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),julie-anne@pmi-sa.co.za,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Rough Work,First Floor;  Bellville Mall,Cnr. Bill Bezuidenhout & Voortrekker Road,7530,,,,136
1161,PROEFPLAAS,,,"PROEFPLAAS COMMUNITY HALL, OUDTSHOORN, OUDTSHOORN",044-2793253,Rough Work,PROEFPLAAS COMMUNITY HALL,OUDTSHOORN,,,,,137
1163,PROSPECT CLC,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,Rough Work,THUSONG BUILDING,PADDY STREET,,,,,138
1164,Prosperitas Training College cc,michelle@visionsa.co.za,,Hub Centre 124 Visser Street Kraaifontein 7550,021-988 2159,Rough Work,Hub Centre 124 Visser Street Kraaifontein 7550,,7550,,,,139
1165,PROSPERITAS TRAINING COLLEGE T/A VISION COLLEGE SA ,uppermin@yahoo.com,"Hub Centre, 123 Visser Street, Kraaifontein, Cape Town",,021-9882159,Rough Work,,,,,,,140
1166,Protea Agricultural Training Centre,protea@kingsley.co.za,P O Box 326 Brackenfell Western Cape 7561,Protea Agricultural Training Centre 7561,021-8368025/ 0826701636,Rough Work,Protea Agricultural Training Centre 7561,,7561,,,,141
1167,PROTEM,,,"PROTEM PLAAS, PROTEM, BREDASDORP",028-4252763,Rough Work,PROTEM PLAAS,PROTEM,,,,,142
1169,Punchline Education And Training,mwbeeks@mweb.co.za,P O BOX 91100 Auckland Park 2006,Nr 44 Lakewood Village Theron Street Fernkloof Hermanus 2092,028- 3121897,Rough Work,Nr 44 Lakewood Village Theron Street Fernkloof Hermanus 2092,,2092,,,,143
117, CAPE AUTO ELECTRIC (Maitland),,"15 Sydow Street, MAITLAND, 7405","15 Sydow Street, MAITLAND, 7405",021 511-2306,Rough Work,15 Sydow Street,Maitland,7405,,,,144
1170,Pure Innovation,marie@pure.co.za,Ground Floor 23 Belmont Road Belmont Square Rondebosch 7700,Ground Floor 23 Belmont Road Belmont Square Rondebosch 7700,086-0111 230,Rough Work,Ground Floor 23 Belmont Road Belmont Square Rondebosch 7700,,7700,,,,145
1171,Pyrotec,,Lakeshore Road,Lakeshore Road,217879600,Rough Work,Lakeshore Road,,,,,,146
1173,Pyrotechnical Marketing (Pty) Limited,,Lakeshore Road,Lakeshore Road,217879600,Rough Work,Lakeshore Road,,,,,,147
1176,Qondisa Education and Training Project,qondisab@telkomsa.net,P O BOX 109 ELONWABENI 7791,18 CAPITAL DRIVE  TEMBANI KHAYELITSHA 7791,021-387 1927,Rough Work,18 CAPITAL DRIVE  TEMBANI KHAYELITSHA 7791,,7791,,,,148
1177,QUALITY PLASTICS (PTY) LTD (Epping),qualityplastics@xsinet.co.za,"P O Box 45784, OTTERY, 7808","Unit 4 - 5, Evans Avenue, EPPING I",021 534-2327,Rough Work,Unit 4 - 5,Evans Avenue,,,,,149
1178,QUEENS WAREHOUSE,,,"c/o LONG and WATERFRONT STREET,KNYSNA, KNYSNA",044-3824327,Rough Work,c/o LONG and WATERFRONT STREET,KNYSNA,,,,,150
118, CAPE MANUFACTURING ENGINEERS (Epping),,"P O Box 313, EPPINDUST, 7574","9 Benbow Ave, EPPING INDUSTRIA, 7460",021 534-2113,Rough Work,9 Benbow Ave,EPPING INDUSTRIA,7460,,,,151
1180,QUINTESSENTIAL SECURITY CC ,qestweb@hermanus.co.za,PO BOX 690 HERMANUS 7200,"UNIT 10, ALEXWAY COMPLEX, N0 5 ROMAN CLOSE, HERMANUS. SOUTH AFRICA",028-313-1667,Rough Work,UNIT 10,ALEXWAY COMPLEX,,,,,152
1182,RAVENSMEAD CLC,,,"NEBO PRIMARY, STROEBEL STREET, RAVENSMEAD",021-9335619,Rough Work,NEBO PRIMARY,STROEBEL STREET,,,,,153
1183,Reach Out Vegetable Cultivation & Training Centre,reachoutrg@webmail.co.za,Mossie Street 51 Peerless Park North Cape Town Cape Town Metro Urban 7570,Reach Out Vegetable Cultivation & Training Centre Mossie Street 51 Peerless Park North Cape Town Cape Town Metro Urban 7570,072-624 9498,Rough Work,Reach Out Vegetable Cultivation & Training Centre Mossie Street 51 Peerless Park North Cape Town Cape Town Metro Urban 7570,,,,,,154
1184,Recall Skills College,setacollege@gmail.com,PO Box 10949 George George Urban 6530,Recall Skills College 123 Mitchell Street George George Urban 6530,044-8020416,Rough Work,Recall Skills College 123 Mitchell Street George George Urban 6530,,6530,,,,155
1185,Red and Yellow School of Logic and Magic (Pty) Ltd,info@redandyellow.co.za,PO Box 12415 CAPE TOWN 8010,"40 Sir Lowry Road, Cape Town, 8000",(021) 462-1946,Rough Work,40 Sir Lowry Road,Cape Town,8000,,,,156
1187,Red Square Hair Academy,,"Shop 6 Bathroom Bizarre, Doneraille STR, George, 6529",,448730751,Rough Work,,,,,,,157
1188,REDELINGHUYS SATELLIET,,,"REDELINGHUYS PRIMARY, CHRIS MATTHUS AVENUE, REDELINGHUYS",022-9131309,Rough Work,REDELINGHUYS PRIMARY,CHRIS MATTHUS AVENUE,,,,,158
1191,Regent Business School (Pty) Ltd t/a Regent Business School , capetown@regent.ac.za,,2nd floor Stadium on Main 99 Main Rd Claremont, 021 6717005 ,Rough Work,2nd floor Stadium on Main 99 Main Rd Claremont,,,,,,159
1193,Regent Business School (Pty) Ltd ,capetown@regent.ac.za,,"99 Stadium on Main Road Claremont, 2nd Floor",021 6717005,Rough Work,99 Stadium on Main Road Claremont,2nd Floor,,,,,160
1194,Reko Rekenmeesters Ingelyf ,reko@mweb.co.za,"PO Box 309,
Vredenburg,
7380","53 Main Rd,
Vredenbug, 
7380",022 715 1830,Rough Work,53 Main Rd,,7380,,,,161
1196,RIEBEECK KASTEEL,,,"POP CENTRE, RIEBEEK KASTEEL, MALMESBURY",022-4864541,Rough Work,POP CENTRE,RIEBEEK KASTEEL,,,,,162
1197,RIEBEECK-WES,,,"POPCENTRE, MERINOL STREET, RIEBEECKWES",022-4864541,Rough Work,POPCENTRE,MERINOL STREET,,,,,163
1198,RIETPOEL,,,"DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",028-2611286,Rough Work,DISALAAN,RIVIERSONDEREND,,,,,164
1199,RIETVLEI,,,"LYELL STREET, CERES, CERES",023-3162748,Rough Work,LYELL STREET,CERES,,,,,165
1200,RIVERLANDS CLC,,,"RIVERLANDS PRIMER, ATTAWAY, RIVERLANDS",022-4864541,Rough Work,RIVERLANDS PRIMER,ATTAWAY,,,,,166
1201,RIVERSDAL GELETTERDHEIDSTIGTING,,,"PANORAMA PRIMARY, VAN DER BERG STRAAT, RIVERSDAL",028-7131824,Rough Work,PANORAMA PRIMARY,VAN DER BERG STRAAT,,,,,167
1202,RIVIERSONDEREND LITERACY CENTRE,,,"DISALAAN, RIVIRSONDEREND, RIVIERSONDEREND",028-2611286,Rough Work,DISALAAN,RIVIRSONDEREND,,,,,168
1203,ROBERTSON GEMEENSKAP LEERSENTRUM,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,Rough Work,THUSONG BUILDING,PADDY STREET,,,,,169
1204,ROBERTSON PRISON,,,"C/o VAN OUDTSHOORN STREET, CORRECTIONAL CENTRE, ROBERTSON",023-6268100,Rough Work,C/o VAN OUDTSHOORN STREET,CORRECTIONAL CENTRE,,,,,170
1205,ROCKLANDS,,,"ROCKLANDS PUBLIC LIBRARY, PARK AVENUE, MITCHELLS PLAIN",021-6921355,Rough Work,ROCKLANDS PUBLIC LIBRARY,PARK AVENUE,,,,,171
1207,Roman Protection Solutions cc,,P O BOX 844 BRACKENFELL 7561,6 DANA STREET BRACKENFELL 7560,021-9822515,Rough Work,6 DANA STREET BRACKENFELL 7560,,7560,,,,172
1209,ROSA GELETTERHEIDSENTRUM,,,"OVERHEX COMMUNITY HALL, OVERHEX, WORCESTER",023-3427633,Rough Work,OVERHEX COMMUNITY HALL,OVERHEX,,,,,173
121, CAR ELECT CENTRE (Cape Town),,,,,Rough Work,,,,,,,174
1210,Rotolabel (TVL) (Pty) Ltd,,36 Thor Circle,36 Thor Circle,215325540,Rough Work,36 Thor Circle,,,,,,175
1211,Rotolabel (TVL) (Pty) Ltd,greg@rotolabel.co.za,PO Box 532,,021-  532 5540,36 Thor Circle,Viking Place,THORNTON,7460,,Gregory Gabriels,,176
1212,Rowco 95,mabimi@telkomsa.net,P O Box 22008 Fish Hoek 7974,20 Emerald Crescent Fish Hoek 7975,021-782 7938,Rough Work,20 Emerald Crescent Fish Hoek 7975,,7975,,,,177
1215,RSA Litho,,71 Stewart Street,71 Stewart Street,215921224,Rough Work,71 Stewart Street,,,,,,178
1217,RUST STASIE,,,"Ruststasie Prim, MOORREESBURG, MOORREESBURG",022-4334355,Rough Work,Ruststasie Prim,MOORREESBURG,,,,,179
1218,RUSTGUARD PANELBEATERS & SPRAYPAINTERS (Paarden Eiland)(TP),: rustguard@mweb.co.za,,"35 section street Paarden Eiland,, Cape Town",27 21 511 8800,Rough Work,35 section street Paarden Eiland,,,,,,180
1219,Ruth Prowse School of Art NPC,admin@ruthprowse.co.za,P O Box 89 WOODSTOCK 7915,"5 Elson Road, Top of Birkdale Avenue, Woodstock, Cape Town, 7295",(021) 556 5856,Rough Work,5 Elson Road,Top of Birkdale Avenue,7295,,,,181
1220,RUYTERWACHT CLC,,,"ZERILDA STEYN HALL, VAN RIEBEECK, RUYTERWACHT",021-9335619,Rough Work,ZERILDA STEYN HALL,VAN RIEBEECK,,,,,182
1222,SA Agri Academy,lina@agriacademy.co.za,0,SA Agri Academy Muldersvlei Rd Elsenburg,021-8801276,Rough Work,SA Agri Academy Muldersvlei Rd Elsenburg,,,,,,183
1223,SA College of Home Study (Pty) Ltd ,,,Roodebloem Office Park 20 Bella Road Rosenpark Bellville 7530,0800 21 23 22 /021 914 9835/0861 663 663,Rough Work,Roodebloem Office Park 20 Bella Road Rosenpark Bellville 7530,,7530,,,,184
1224,Sa Fine Worsteds,,68 7th Ave,68 7th Ave,215939100,Rough Work,68 7th Ave,,,,,,185
1226,SA German Training Services ,capetown@germanchamber.co.za,"P.O. Box 1272
Cape Town, 8000","Triangle House, 13th Floor
22 Riebeek Street
Cape To 8001",(0)21 418 3311,Rough Work,Triangle House,13th Floor,8001,,,,186
1227,SA Litho Printing & Packaging,,Cnr Caxton & Duminy Street,Cnr Caxton & Duminy Street,219308830,Rough Work,Cnr Caxton & Duminy Street,,,,,,187
1228,SA Litho Printing & Packaging,Lee-ann@salitho.co.za,P O Box 6060,,021- 930 8830,,Cnr Caxton & Duminy Street,Parow,7500,,Lee-Ann Gould,,188
1229,SAB & T Chartered Accountants Inc ,capetown@nexia-sabt.co.za,"P.O. Box 12544, N1 City, Goodwood, 7463","First Floor, SAB&T House, Cnr Birmingham & Canterbury Road, N1 City, Goodwood, 7460",(021) 596 5400,Rough Work,First Floor;  SAB&T House;  Cnr Birmingham & Canterbury Road,N1 City,7460,,,,189
1230,SAB NEWLANDS,carmen.arendse@za.sabmiller.com,PO Box 23012 Claremont 7735,,,Rough Work,,,,,,,190
1231,Safepak(Pty)Ltd,,16 Old Mill Road,16 Old Mill Road,215307300,Rough Work,16 Old Mill Road,,,,,,191
1234,SAFICON INDUSTRIAL EQUIPMENT T/A TOYOTA FORKLIFT (Parow)(DTTC),,"25B Junction Street, Tygerberg Business Park, Parrow, 7532","25B Junction Street, Tygerberg Business Park, Parrow, 7532",,Rough Work,25B Junction Street,Tygerberg Business Park,7532,,,,192
1236,SAKHISIZWE CLC,,,"UKHANYO PRIMARY, POKELA ROAD, MASIPHUMELELE",021-7852442,Rough Work,UKHANYO PRIMARY,POKELA ROAD,,,,,193
1238,SAMORA MACHEL CLC,,,"NALUXOLO PRIMARY, HELEN JOSEPH STREET, SAMORA MACHEL",021-3851281,Rough Work,NALUXOLO PRIMARY,HELEN JOSEPH STREET,,,,,194
1239,SANDHILLS ADULT LEARNING CENTRE,,,"SANDHILLS PRIMER, SANDHILLS, DE DOORNS",023-3427633,Rough Work,SANDHILLS PRIMER,SANDHILLS,,,,,195
124, CDR MOTORS (EDMS) BPK T/A CERES TOYOTA (Ceres),workshop@cerestoyota.co.za,"P O Box 371, CERES","112 Voortrekker Street, CERES",023 312-1057,Rough Work,112 Voortrekker Street,CERES,,,,,196
1240,Sandra Kruger & Associates Pty ( Ltd),kruger.sandra@gmail.com,PO Box 6304 Uniedal Stellenbosch Stellenbosch Urban 7612,Sandra Kruger & Associates Pty ( Ltd) 31 Pine Street Pniel Stellenbosch Urban 7612,021-8852347/ 0822553047,Rough Work,Sandra Kruger & Associates Pty ( Ltd) 31 Pine Street Pniel Stellenbosch Urban 7612,,,,,,197
1241,Sanlam Limited,shameemah.fayker@sanlam.co.za,,,(021) 947 2960,Rough Work,,,,,,,198
1242,SAO BRAS SECONDARY ALC,,,"MOSSEL STREET, DALMEIDA, MOSSEL BAY",044-6934171,Rough Work,MOSSEL STREET,DALMEIDA,,,,,199
1245,SARON,,,"PETUNIA STRAAT, ONRUS, SARON",021-8642418,Rough Work,PETUNIA STRAAT,ONRUS,,,,,200
1246,Sasko Pasta (Pty) Ltd,info@pioneerfoods.co.za,"PO Box 416 Malmesbury,  Western Cape  7299",,,Rough Work,,,,,,,201
1247,SATURNUS,,,"ARNOLD DE JAGER ROAD, TOEKOMSRUS, OUDTSHOORN",044-2793253,Rough Work,ARNOLD DE JAGER ROAD,TOEKOMSRUS,,,,,202
1248,Savanna College ,info@savannacollege.co.za,,"13 Blankenberg Street, Belle Cape Building, Bellville,7530",021-948 2142,Rough Work,13 Blankenberg Street,Belle Cape Building,7530,,,,203
125, CENTRAL CAR REPAIRS (Observatory),ccrtransport@itek.co.za,"423A Main Road, OBSERVATORY, 7925","423A Main Road, OBSERVATORY, 7925",021 448-6112,Rough Work,423A Main Road,OBSERVATORY,7925,,,,204
1250,SBV SERVICES ,charmaines@sbv.co.za,"PN Suite 48, Private Bag x1, Melrose Arch, 2076","No 17 8th Street, Cnr 11th Avenue and 8th Street, Houghton",021-505 4700,Rough Work,No 17 8th Street,Cnr 11th Avenue and 8th Street,,,,,205
1251,Scanprint (Pty) Limited,,14 Baron Street,,0214475184,,14 Baron Street,Cape Town,8001,,,,206
1252,SCHOEMANSHOEK,,,"VGK KERKSAAL, SCHOEMANSHOEK, OUDTSHOORN",044-2793253,Rough Work,VGK KERKSAAL,SCHOEMANSHOEK,,,,,207
1253,SCHOONSPRUIT SECONDARY (ALC),,,"DARLING WEG, SCHOONSPRUIT, WESBANK",022-4864541,Rough Work,DARLING WEG,SCHOONSPRUIT,,,,,208
1254,SDK Chartered Accountants ,info@sdkca.co.za,"PO Box 1304, Durbanville, 7551","22 Church Street, Durbanville, 7550",021 970 4600,Rough Work,22 Church Street,Durbanville,7550,,,,209
1255,SEA HARVEST CORPORATION PTY LTD,info@seaharvest.co.za,GOVERNMENT JETTY FISHING HARBOUR SALDANHA 7395,GOVERNMENT JETTY FISHING HARBOUR,021-4210598,Rough Work,GOVERNMENT JETTY FISHING HARBOUR,,,,,,210
1258,SED Printing Solutions (Pty) Ltd,,50 A Junction Street,50 A Junction Street,219512000,Rough Work,50 A Junction Street,,,,,,211
126, COASTAL MARINE & INDUSTRIAL REFRIGERATION (Waterfront),ccrtransport@itek.co.za,"423A Main Road, OBSERVATORY, 7925","423A Main Road, OBSERVATORY, 7925",021 448-6112,Rough Work,423A Main Road,OBSERVATORY,7925,,,,212
1260,SEDERBERG ALC,,,"UC CHURCH, BUITEKANT STRAAT, CLANWILLIAM",027-4822223,Rough Work,UC CHURCH,BUITEKANT STRAAT,,,,,213
1261,SELECTA SEA PRODUCTS (PTY) LTD,trevor@selectafish.co.za,PO Box 6030 Roggebaai 8002,"Lanzerac Road Phillipi, Industria",021-3714900,Rough Work,Lanzerac Road Phillipi,Industria,,,,,214
1262,SEPTEMBERSKRAAL,,,"SEPTEMBERSKRAAL, PORTERVILLE, PORTERVILLE",022-9313947,Rough Work,SEPTEMBERSKRAAL,PORTERVILLE,,,,,215
1264,Seyfert Corrugated,frik@seyfert.co.za,P O Box 595,,021-  535 2670,,Moorsom Avenue,Epping Industria 11,7460,,Frik Bell,,216
1266,SHARE ALC,,,"VICTORIA CENTRE, VICTORIA STREET, SOMERSET WEST",021-8511427,Rough Work,VICTORIA CENTRE,VICTORIA STREET,,,,,217
1268,SHILOH EDUCATION AND TRAINING ACADEMY,,,"GREATMORE STREET, WOODSTOCK, CAPE TOWN",021-4479210,Rough Work,GREATMORE STREET,WOODSTOCK,,,,,218
1270,Shumani Printers,,5 Koets Street,5 Koets Street,219516391,Rough Work,5 Koets Street,,,,,,219
1271,Shumani Printers,,PO BOX 19073,,021- 951 6391,5 Koets Street,Tygerberg Bus Park,PAROW,7500,,Stephen Coetzee,,220
1273,SIFUNULWAZI ALC,,,"MARCONI BEAM PRIMARY, DEMOCRACY DRIVE, MILNERTON",021-5517629,Rough Work,MARCONI BEAM PRIMARY,DEMOCRACY DRIVE,,,,,221
1274,SIJONGA-PHAMBILI CLC,,,"PENZANCE AVENUE, HOUT BAY, HOUT BAY",021-7901070,Rough Work,PENZANCE AVENUE,HOUT BAY,,,,,222
1275,SIKELELA CLC,,,"SIKELELA PRIM, LANSDOWN ROAD, NYANGA EAST",021-3709901,Rough Work,SIKELELA PRIM,LANSDOWN ROAD,,,,,223
1276,Sikhula Agri Training,sikhula.wc@telkomsa.net,0,Sikhula Agri Training 2 Hurst Place Somerset West,021-8528558,Rough Work,Sikhula Agri Training 2 Hurst Place Somerset West,,,,,,224
1277,Silulo Ulutho Technologies,kwankwayomzi@gmail.com,0,0,021-3613212,Rough Work,0,,,,,,225
1278,Silver Solutions Security 1713 cc,sssecurity@telkomsa.net,P O Box 30 Mitchells Plain 7789,01 Clarendon Street Parow Valley Parow Valley 7500,021-931 7850,Rough Work,01 Clarendon Street Parow Valley Parow Valley 7500,,7500,,,,226
1279,SILVER SOLUTIONS TRAINING ACADEMY,griffithsgerald@gmail.com,12 Dahlia Street White City Saldanha 7395,12 Dahlia Street White City,0,Rough Work,12 Dahlia Street White City,,,,,,227
128, COLLEGE OF CAPE TOWN (City Campus) (Non Merseta TP),,,,,Rough Work,,,,,,,228
1280,SIMONDIUM VOLWASSE ONDERWYSSENTRUM,,,"SIMONDIUM PRIMER, HOOFSTRAAT, SIMONDIUM",021-8626433,Rough Work,SIMONDIUM PRIMER,HOOFSTRAAT,,,,,229
1281,SIMUNYE ALC,,,"DELFT PRIMARY, VOORBRUG, DELFT",073-5976374,Rough Work,DELFT PRIMARY,VOORBRUG,,,,,230
1282,SIR LOWRYS PASS CENTRE,,,"SIR LOWRY'S PASS PRIM, GORDONS BAY ROAD, GORDONS BAY",021-8581282,Rough Work,SIR LOWRY'S PASS PRIM,GORDONS BAY ROAD,,,,,231
1283,SIYAFUNA UKUFUNDA CENTRE,,,"BOSDUIFSTRAAT, BITTERWATER, LEEU-GAMKA",023-5212049,Rough Work,BOSDUIFSTRAAT,BITTERWATER,,,,,232
1284,Siyakhana cc,siyakhana@absamail.co.za,Suite 216 Postnet X 3036  Paarl 7620,3 Swartvlei Street Paarl 7646,021- 8729799,Rough Work,3 Swartvlei Street Paarl 7646,,7646,,,,233
1285,SIYAKHANYISA CLC,,,"TREVOR MANEUL PRIMARY, SIERA STREET, FISAANTEKRAAL, DURBANVILLE",073-5469300,Rough Work,TREVOR MANEUL PRIMARY,SIERA STREET,,,,,234
1286,SIYAKHUTHAZA CLC,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,Rough Work,THUSONG BUILDING,PADDY STREET,,,,,235
1287,Siyathembana Trading 46,glenda@siyathembana.com,P O Box 23287 Claremont 7735,8 Sherwood Course Corner of Dreyersdal and Children Way Bergvliet 7945,021-712 7447,Rough Work,8 Sherwood Course Corner of Dreyersdal and Children Way Bergvliet 7945,,,,,,236
1289,SIYAZAMA ALC,,,"EAGLE STREET, SITE C, KHAYELITSHA",021-3871134,Rough Work,EAGLE STREET,SITE C,,,,,237
129, COLLEGE OF CAPE TOWN (Salt River)(TP),,,,,Rough Work,,,,,,,238
1290,Skills Dynamics Africa PTY LTD,info@skillsafrica.com,P.O. Box 11280 Bloubergrant 7443,13 Briza Road Bloubergrant 7441,021-5568112,Rough Work,13 Briza Road Bloubergrant 7441,,7441,,,,239
1292,SLANGHOEK ALC,,,"C/O SLANGHOEK PRIMARY, DRIEFONTEIN, RAWSONVILLE",023-3427633,Rough Work,C/O SLANGHOEK PRIMARY,DRIEFONTEIN,,,,,240
1293,"SLED,Sign Language Education and Development",sasl@sled.org.za,"Unit 201 B, Building 20 Waverley Business Park Wycroft Road Mowbray 7700","Unit 201 B, Building 20 Waverley Business Park Wycroft Road Mowbray 7700",021-4482520,Rough Work,Unit 201 B,Building 20 Waverley Business Park Wycroft Road Mowbray 7700,,,,,241
1294,SLOT VAN PAARL,,,"SLOT-VAN-PAARL FARMS, AGTER - PAARL, PAARL",021-8642418,Rough Work,SLOT-VAN-PAARL FARMS,AGTER - PAARL,,,,,242
1295,SNAP SOLUTIONS NETWX PTY LTD ,,"244B Voortrekker Road, Parow 7500","244B Voortrekker Road, Parow 7500",021-591 8823/8,Rough Work,244B Voortrekker Road,Parow 7500,7500,,,,243
1297,Social Impact Ministry Sikhula Sonke,wendy@sikhulasonke.org.za,P. O. Box 23122 Claremont Cape Town 7735,22 Cavendish Road Claremont Cape Town 7708,021-6839440,Rough Work,22 Cavendish Road Claremont Cape Town 7708,,7708,,,,244
1298,SOETENDAL ALC,,,"HERMONWEG, WELLINGTON, WELLINGTON",021-8642418,Rough Work,HERMONWEG,WELLINGTON,,,,,245
1299,SOETMELKSVLEI,,,"DISALAAN, RIVIERSONDEREND, RIEVIERSONDEREND",028-2611286,Rough Work,DISALAAN,RIVIERSONDEREND,,,,,246
130, College of Cape Town (Thornton Campus) (TP),,,,,Rough Work,,,,,,,247
1301,Sound Interactions CC,lizeth@soundinteraxions.co.za,2 St Geran Village Radar Close Cape Town 7441,Sound Interactions CC 2 St Geran Village Radar Close Cape Town Cape Town Metro Urban 7441,083-2303204,Rough Work,Sound Interactions CC 2 St Geran Village Radar Close Cape Town Cape Town Metro Urban 7441,,7441,,,,248
1304,South African ABET Development Agency SAADA ,info@saada-r.co.za,"P. O. Box 55952, Polokwane, 0700","SAADA House, 27 Rabe  Street, Polokwane 0699      015 295 9670/ 015 291 4998",015 295 9670/ 015 291 4998,Rough Work,SAADA House,27 Rabe  Street,,,,,249
1305,South African College of Applied Psychology (Pty) Ltd (The),info@sacap.edu.za,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,Rough Work,1St Floor;  Sunclare Building,21 Dreyer Street,7708,,,,250
1306,South African Institute for Entrepreneurship,sharon@entrepreneurship.co.za,P O BOX 13805 MOWBRAY 7705,Collingwood Place 11 Drake Street Observatory 7925,021-4472023,Rough Work,Collingwood Place 11 Drake Street Observatory 7925,,7925,,,,251
1307,South African Navy,travorfredericks@webmail.co.za,SAS Wingfield,,0215902815,SAS Wingfield,Private Bag x1,Goodwood,7459,,Travor Fredericks,,252
1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),info@sacap.edu.za,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,Rough Work,18 Lower Scott Road,Observatory,8000,,,,253
1313,South Cape College,erna.hollandmuter@sccollege.co.za,P O Box 10400 George 6530,,044-884 0359,Rough Work,,,,,,,254
1314,South Cape College,erna.hollandmuter@sccollege.co.za,P.O.Box 10400 GEORGE George Urban 6530,South Cape College 125 Mitchell Street GEORGE George Urban 6530,044-884 0359 / 072 1225463,Rough Work,South Cape College 125 Mitchell Street GEORGE George Urban 6530,,6530,,,,255
1317,South Cape College - George,erna.hollandmuter@sccollege.co.za,Courteney & Cradock Streets 6529,Courtney & Joubert Streets,044 884 0359;,Rough Work,Courtney & Joubert Streets,,,,,,256
1318,South Cape FET College,absolome.chimuka@sccollege.co.za,P.O Box 765 Plettenberg Bay 6600,Community Development Centre (Kwa-Nokuthula) N2 Opposite Christian School Plettenberg 6600,0445332388,Old Community Centre,N2 Kwanonkuthula (Opposite Christian School),Plettenberg Bay,6600,,Absolome,Chimuka,257
1319,South Cape FET College,brendon.duthie@sccollege.co.za,Private Bag X4 Mossel Bay 6500,C/o Essenhout & Kreupelhout Streets Heiderant MOSSEL BAY 6511,0446932613,Cnr Essenhout & Kreupelhout Streets,Heiderand,Mossel Bay,6506,,Brendon,Duthie,258
132, Composites Training Academy (CAPE TOWN) (TP),,,,,Rough Work,,,,,,,259
1320,South Cape FET College,hessequa@sccollege.co.za,"Varkevisser Street, Riversdale, 6670","Varkevisser Street, Riversdale, 6670",028-713-4775,,Varkevisser Street,Riversdale,6670,,Cobus,Smith,260
1321,South Cape FET College,Linda.Majola@sccollege.co.za,Private Bag X6548 George 6530,46 Hibernia Street George 6529,0448742360,,46 Hibernia Street,George,6529,,Linda,Majola,261
1322,South Cape FET College,Pieter.Sam@sccollege.co.za,P O Box 234 Beaufort West 6970,Cnr De Vries & Van Schalkwyk Streets Beaufort West 6970,0234143064,Cnr Van Schalkwyk & De Vries Streets,Rustdene,Beaufort West,6970,,Pieter,Sam,262
