ProviderID,Provider Name,Group Provider,Email,Postal address,Centre address,Telephone no,Room_Floor,Building,House Number,StreetName,Mini_Suburb,Suburb,City,Postal Code,Comment,Website,ContactName,ContactSurname,ID,ETQAs_providers_ID,OldStreetData,Old_Room_Floor,Old_Building,Old_House Number,Old_StreetName,Old_Suburb,Old_City,Old_Postal Code
1104,Perishable Products Export Control Board (PPECB),,geraldened@ppecb.com/ siviwem@ppecb.com,PO BOX 15289 Panorama Cape Town Cape Town Metro Urban 7506,Perishable Products Export Control Board (PPECB) 45 SILVERBOOM AVENUE PANORAMA Cape Town Cape Town Metro Urban 7506,021-9301134/ 0792885135,,,45,SILVERBOOM AVENUE,,PANORAMA,Cape Town,7506,deleted company name,,,,93,20,Rough Work,,,,Perishable Products Export Control Board (PPECB) 45 SILVERBOOM AVENUE PANORAMA Cape Town Cape Town Metro Urban 7506,,,
1105,PERSEVERANCE ALC,,,,"PERSEVERANCE SSS, ALABAMA ROAD, BELHAR",073-5976374,,PERSEVERANCE SSS,,ALABAMA ROAD,,BELHAR,BELHAR,,,,,,94,12,Rough Work,,PERSEVERANCE SSS,,ALABAMA ROAD,BELHAR,BELHAR,
1106,Persona Doll Training SA,,personadolls@jaywalk.com,P O Box 91 Kalk Bay 7990,8 Colyn Road Kalk Bay 7975,021-788 4365,,,8,Colyn Road,,Kalk Bay,,7975,,,,,95,25,Rough Work,,,,8 Colyn Road Kalk Bay 7975,,,
1108,PETRO S A ,,petrosa@petrosa.co.za,"Petroleum, Oil and Gas Corporation of South Africa (SOC) Ltd",151 Frans Conradie Drive PAROW  7500,021-929 3000,,,151,Frans Conradie Drive,,PAROW,,7500,,,,,96,24,Rough Work,,,,151 Frans Conradie Drive PAROW  7500,,,7500
1109,PetroSA: Mosselbay,,,"Bill Jeffrey Avenue, Mossel Bay","Bill Jeffrey Avenue, Mossel Bay",27822263931,,,,Bill Jeffrey Avenue,,MOSSEL BAY,MOSSEL BAY,6500,,,Duplicate Suburb/City,,97,11,Rough Work,,,,Bill Jeffrey Avenue,Mossel Bay,,
1110,PETUNIA,,,,"C/O PETUNIA PRIMARY SCHOOL, SCOTTSVILLE, KRAAIFONTEIN",021-6921355,,C/O PETUNIA PRIMARY SCHOOL,,SCOTTSVILLE,,SCOTTSVILLE,KRAAIFONTEIN,,,,,,98,12,Rough Work,,C/O PETUNIA PRIMARY SCHOOL,,SCOTTSVILLE,SCOTTSVILLE,KRAAIFONTEIN,
1111,PHAKAMANI ALC,,,,"GUGULETHU COMPREHENSIVE, NY 50, GUGULETHU",021-6375783,,GUGULETHU COMPREHENSIVE,,NY 50,,GUGULETHU,,,,,,,99,12,Rough Work,,GUGULETHU COMPREHENSIVE,,NY 50,GUGULETHU,,
1113,Phezukomkhono Training Services,,raoul@lantic.net; phezuwc@xsinet.co.za,PO Box 691Outdshoorn Urban 6620,Phezukomkhono Training Services Prince Vincent Building Room 12 c/o Baron Van Reede & Church Street Oudtshoorn Urban 6620,044-279 3288/9/ 073 699 8665,Room 12,Vincent Building,Cnr,Baron Van Reede & Church Street,,Oudtshoorn Urban,Oudtshoorn,6620,,,,,100,20,Rough Work,,,,Phezukomkhono Training Services Prince Vincent Building Room 12 c/o Baron Van Reede & Church Street Oudtshoorn Urban 6620,,,
1114,PHILADELPHIA,,,,"MEULENHOF PS, BAKENSTRAAT, PHILADELPHIA",021-5725884,,MEULENHOF PS,,BAKENSTRAAT,,PHILADELPHIA,PHILADELPHIA,,,,,,101,12,Rough Work,,MEULENHOF PS,,BAKENSTRAAT,PHILADELPHIA,PHILADELPHIA,
1115,Philani Training and Development Solutions NPC,,Estelle@cwf.co.za,0,Philani Training and Development Solutions NPC AgriSeta House 529 Belvedere Street,021-8832490,,AgriSeta House,529,Belvedere Street,,,,,,,,,102,20,Rough Work,,,,Philani Training and Development Solutions NPC AgriSeta House 529 Belvedere Street,,,
1116,Philani Training and Development Solutions NPC,,marguerite@cwf.co.za,Aan-de-Wagen Road Stellenbosch 7600,Aan-de-Wagen Road Stellenbosch 7600,021-8832490,,,,Aan-de-Wagen Road Stellenbosch 7600,,Stellenbosch,Stellenbosch,7600,,,Duplicate Suburb/City,,103,5,Rough Work,,,,Aan-de-Wagen Road Stellenbosch 7600,,,7600
1117,PHUMELELA ALC,,,,"SITHEMBELE MATISO HIGH, KOORNHOOF STREET, NEW CROSSROADS",021-3851371,,SITHEMBELE MATISO HIGH,,KOORNHOOF STREET,,NEW CROSSROADS,NEW CROSSROADS,,,,,,104,12,Rough Work,,SITHEMBELE MATISO HIGH,,KOORNHOOF STREET,NEW CROSSROADS,NEW CROSSROADS,
1118,PIKETBERG ALC,,,,"AANDBLOM STRAAT, P/A STEYNVILLE KOSHUIS, PIKETBERG",022-9131309,,P/A STEYNVILLE KOSHUIS,,AANDBLOM STRAAT,,PIKETBERG,PIKETBERG,,,,,,105,12,Rough Work,,P/A STEYNVILLE KOSHUIS,,AANDBLOM STRAAT,PIKETBERG,PIKETBERG,
112,Blackbird Trading 168 cc T/A Blackbird Training Centre (CAPE TOWN) (TP),,http://www.bl2000.co.za/,,,011 477 2389,,,7,Gertrude Street,,Goodwood,,7460,Address Added,,,,106,8,Rough Work,,,,,,,
1120,PINOCCHIO CRECHE,,,,"RAWSONVILLE PRIMARY SCHOOL, DE NOVA, RAWSONVILLE",023-3427633,,RAWSONVILLE PRIMARY SCHOOL,,DE NOVA,,DE NOVA,RAWSONVILLE,,,,,,107,12,Rough Work,,RAWSONVILLE PRIMARY SCHOOL,,DE NOVA,DE NOVA,RAWSONVILLE,
1122,Plasticwrap- CTP,,forbesm@plasticwrap.co.za,P O BOX 38007,,021-530 6150,,,36,Old Mill Road,,N'dabeni,,7405,,,Forbes Muzamhindo,,108,4,,,,,36 Old Mill Road,N'dabeni,,7405
1124,PLETTENBERG BAY CLC,,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,PLETTENBERG BAY SECONDARY SCHO,,EBENEZER HIEGHTS,,EBENEZER HIEGHTS,PLETTENBERG BAY,,,,,,109,12,Rough Work,,PLETTENBERG BAY SECONDARY SCHO,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,
1125,PLETTENBERG BAY INDUSTRIA,,,,"QOLWENI, PLETTENBERG BAY",044-5336071,,QOLWENI,,PLETTENBERG BAY,,PLETTENBERG BAY,PLETTENBERG BAY,,,,,,110,12,Rough Work,,QOLWENI,,PLETTENBERG BAY,PLETTENBERG BAY,PLETTENBERG BAY,
1126,POLLSMOOR PRISON,,,,"DCS POLLSMOOR EDUCATION, STEENBERG ROAD, TOKAI",021-7001341,,DCS POLLSMOOR EDUCATION,,STEENBERG ROAD,,TOKAI,TOKAI,,,,,,111,12,Rough Work,,DCS POLLSMOOR EDUCATION,,STEENBERG ROAD,TOKAI,TOKAI,
1127,PolyGraphics,,,15 B Mail Street,15 B Mail Street,215351484,,,15B,15 Mail Street,,Epping Industry,,7460,,,,,112,11,Rough Work,,,,15 B Mail Street,,,
1128,PolyGraphics,,Brigitte.Manzoni@Polygraphic.co.za,P O Box 406,,021- 535 1484,,,,Mail Street Western Province Park,,EPPING,,7460,,,Mrs B R Manzoni,,113,4,15 B Mail Street,,,15 B Mail Street,Western Province Park,EPPING,,7460
1129,PolyPak (Pty) Ltd,,,10 Station Road,10 Station Road,219035138,,,10,Station Road,,Kuilsriver,,7580,,,,,114,11,Rough Work,,,,10 Station Road,,,
113,Boland College (Worcester Campus) (WORCESTER) (TP),Boland TVET College,ronavdw@bolandcollege.com,"Private Bag X3093, WORCESTER, 6849","Renier Street, WORCESTER, 6850",021 886-7111,,,,Renier Street,,WORCESTER,WORCESTER,6850,,,Duplicate Suburb/City,,115,8,Rough Work,,,,Renier Street,WORCESTER,,6850
1130,PolyPak (Pty) Ltd,,Leon@polypak.co.za,PO Box 7580,,0219035138,,,10,Station Road,,Kuilsrivier,,7579,,,Leon Strauss,,116,4,,,,,10 Station Road,Kuilsrivier,,7579
1131,PORTERVILLE CLC,,,,"LANGSTRAAT, PORTERVILLE, PORTERVILLE",022-9313947,,,,LANGSTRAAT,,PORTERVILLE,PORTERVILLE,,,,,,117,12,Rough Work,,,,LANGSTRAAT,PORTERVILLE,PORTERVILLE,
1132,PORTLANDS CLC,,,,"C/O MORGENSTER & MERRYDALE AVE,PORTLANDS, MITHCHELL'S PLAIN",021-3745772,,C/O MORGENSTER & MERRYDALE AVE,,PORTLANDS,,PORTLANDS,MITHCHELL'S PLAIN,,,,,,118,12,Rough Work,,C/O MORGENSTER & MERRYDALE AVE,,PORTLANDS,PORTLANDS,MITHCHELL'S PLAIN,
1139,Presentation Software Training,,psttraining@iafrica.com,"Montrose Place 2nd Floor, Cnr Pasita & Bella Rosa Street Rosenpark Bellville Western Cape 7550","Montrose Place 2nd Floor, Cnr Pasita & Bella Rosa Street Rosenpark Bellville Western Cape 7550",021-9140850,2nd Floor,Montrose Place,,Cnr Pasita & Bella Rosa Street,Rosenpark,Bellville,Cape Town,7550,,,,,119,9,Rough Work,,,,Montrose Place 2nd Floor,Cnr Pasita & Bella Rosa Street Rosenpark Bellville Western Cape 7550,,
114,BREEDE VALLEI BAKWERKE (Worcester),,breedevb@mweb.co.za,"22 Field Street, Industria, WORCESTER, 6850","22 Field Street, Industria, WORCESTER, 6850",023 342-3585,,,22,Field Street,,Industria,WORCESTER,6850,,,,,120,8,Rough Work,,,,22 Field Street,Industria,,6850
1141,Prestige Academy (Pty) Ltd,,,P O Box 2220 BELLVILLE 7535,"1023 Bank Avenue, Centurion, 0157",(021) 949-5036,,,1023,Bank Avenue,,Centurion,,157,,GAUTENG?,,,121,13,Rough Work,,,1023,Bank Avenue,Centurion,,157
1142,Prestige Academy (Pty) Ltd,,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,,Bellville Business Park,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,,Bellville,,7530,,,,,122,13,Rough Work,,Bellville Business Park,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530
1144,Pricewaterhousecoopers ,,,,"Cape Town, Paarl, Stellenbosch, Worcester",,,,,,,Paarl,Paarl,,Multiple Addresses. Not given,,,,123,2,Rough Work,,,,,Paarl,,
1146,PRINCE ALFRED'S HAMLET,,,,"LYELL STREET, HAMLET, CERES",023-3162748,,,,LYELL STREET,,HAMLET,CERES,,,,,,124,12,Rough Work,,,,LYELL STREET,HAMLET,CERES,
1147,Printafoil (Pty) Limited,,,21 Warrington Road,21 Warrington Road,216719066,,,21,Warrington Road,,Claremont,,7708,,,,,125,11,Rough Work,,,,21 Warrington Road,,,
1149,Printbind Cape (Pty)Ltd,,,"Unit 4,Graphtek Park 23 Techno Crescent","Unit 4,Graphtek Park 23 Techno Crescent",215348219,,WP Industrial Park,20,20 Mail Street,,Goodwood,,7460,Address Added,,,,126,11,Rough Work,,,,Unit 4,Graphtek Park 23 Techno Crescent,,
115,BURGER PETROL AND DIESEL (WORCESTER),,burgerpd@yebo.co.za,"P O Box 571, WORCESTER, 6849","119 Sheard Street, Worcester",023 347 2705,,,119,Sheard Street,,WORCESTER,WORCESTER,6850,,,Duplicate Suburb/City,,127,8,Rough Work,,,,119 Sheard Street,Worcester,,
1151,Printech Engineering,,,43 Mansell Avenue,43 Mansell Avenue,215560980,,,43,Mansell Avenue,,Killarney Gardens,,7441,,,,,128,11,Rough Work,,,,43 Mansell Avenue,,,
1152,Printech Engineering,,nicole@printech.co.za,43 Mansell Avenue,,021-  556 0980,,,43,Mansell Avenue,,Killarney Gardens,,7441,,,Nicole Beermann,,129,4,,,,,43 Mansell Avenue,Killarney Gardens,,7441
1154,Procedo Training,,,"Unit 7 Prodev Park, Langenegger Street, Gangs Centre","Unit 7 Prodev Park, Langenegger Street, Gangs Centre",866080352,Unit 7,"Prodev Park, Gants Centre",,Langenegger Street,,STRAND,STRAND,7140,,,Duplicate Suburb/City,,130,11,Rough Work,,,,Unit 7 Prodev Park;  Langenegger Street,Gangs Centre,,7140
1155,Procedo Training Providers (PTY)LTD,,,"Unit 8 Pro Dev Park, Langenegger Street, Gants Centre, Strand, Cape Town, 7140","Unit 8 Pro Dev Park, Langenegger Street, Gants Centre, Strand, Cape Town, 7140",728288169,Unit 8,Pro Dev Park; Gants Centre,,Langenegger Street,,STRAND,STRAND,7140,,,Duplicate Suburb/City,,131,11,Rough Work,,,,Unit 8 Pro Dev Park;  Langenegger Street,Gants Centre,,7140
1157,Procedo Training Providers cc,,christolmay@yahoo.com,Unit 8 - Pro Dev Park Langenegger Street Gants Centre Strand 7140,Unit 8 - Pro Dev Park Langenegger Street Gants Centre Strand 7140,021 827 0271;,,Gants Centre,,Langenegger Street,,Pro Dev Park Strand,,,,,,,132,26,Rough Work,,,,Unit 8 - Pro Dev Park Langenegger Street Gants Centre Strand 7140,,,7140
1158,PROCEDO TRAINING PROVIDERS CC (Strand)(DTTC),,,"Pro Dev Park Unit 8, Langenegger Street, Strand, 7140","Pro Dev Park Unit 8, Langenegger Street, Strand, 7140",,Unit 8,Pro Dev Park,,Langenegger Street,,STRAND,STRAND,7140,,,Duplicate Suburb/City,,133,11,Rough Work,,,,Pro Dev Park Unit 8,Langenegger Street,,7140
1159,Procedo Training Providers Pty Ltd,,,"Unit 7, Pro Dev Park, Langenegger Street Gants Centre, Strnd","Unit 7, Pro Dev Park, Langenegger Street Gants Centre, Strnd",728288169,Unit 7,Pro Dev Park,,Langenegger Street,,STRAND,STRAND,7140,Address Added,,Duplicate Suburb/City,,134,11,Rough Work,,,,Unit 7,Pro Dev Park,,
116,CALEDON AUTO ELECTRICAL WORKS (Caledon),,lgvw@cybertrade.co.za,"P O Box 276, CALEDON, 7320","New Cross Street, CALEDON, 7320",028 212-1860,,,,New Cross Street,,CALEDON,CALEDON,7320,,,Duplicate Suburb/City,,135,8,Rough Work,,,,New Cross Street,CALEDON,,7320
1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,julie-anne@pmi-sa.co.za,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,First Floor,Bellville Mall,Cnr,Bill Bezuidenhout & Voortrekker Road,,Bellville,,7530,,,,,136,13,Rough Work,First Floor,Bellville Mall,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530
1161,PROEFPLAAS,,,,"PROEFPLAAS COMMUNITY HALL, OUDTSHOORN, OUDTSHOORN",044-2793253,,PROEFPLAAS COMMUNITY HALL,,OUDTSHOORN,,OUDTSHOORN,OUDTSHOORN,,,,,,137,12,Rough Work,,PROEFPLAAS COMMUNITY HALL,,OUDTSHOORN,OUDTSHOORN,OUDTSHOORN,
1163,PROSPECT CLC,,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,,THUSONG BUILDING,,PADDY STREET,,ROBERTSON,ROBERTSON,,,,,,138,12,Rough Work,,THUSONG BUILDING,,PADDY STREET,ROBERTSON,ROBERTSON,
1164,Prosperitas Training College cc,,michelle@visionsa.co.za,,Hub Centre 124 Visser Street Kraaifontein 7550,021-988 2159,,Hub Centre,124,Visser Street,,Kraaifontein,,7550,,,,,139,25,Rough Work,,,,Hub Centre 124 Visser Street Kraaifontein 7550,,,7550
1165,PROSPERITAS TRAINING COLLEGE T/A VISION COLLEGE SA ,,uppermin@yahoo.com,"Hub Centre, 123 Visser Street, Kraaifontein, Cape Town",,021-9882159,,,8,MURRAY ST,,GOODWOOD,,7460,,,,,140,18,Rough Work,,,,,,,
1166,Protea Agricultural Training Centre,,protea@kingsley.co.za,P O Box 326 Brackenfell Western Cape 7561,Protea Agricultural Training Centre 7561,021-8368025/ 0826701636,,,,,,,,7561,,,,,141,20,Rough Work,,,,Protea Agricultural Training Centre 7561,,,7561
1167,PROTEM,,,,"PROTEM PLAAS, PROTEM, BREDASDORP",028-4252763,,PROTEM PLAAS,,PROTEM,,PROTEM,BREDASDORP,,,,,,142,12,Rough Work,,PROTEM PLAAS,,PROTEM,PROTEM,BREDASDORP,
1169,Punchline Education And Training,,mwbeeks@mweb.co.za,P O BOX 91100 Auckland Park 2006,Nr 44 Lakewood Village Theron Street Fernkloof Hermanus 2092,028- 3121897,,,44,Theron Street,,Lakewood Village Fernkloof Hermanus,,2092,,,,,143,25,Rough Work,,,,Nr 44 Lakewood Village Theron Street Fernkloof Hermanus 2092,,,2092
117,CAPE AUTO ELECTRIC (Maitland),,,"15 Sydow Street, MAITLAND, 7405","15 Sydow Street, MAITLAND, 7405",021 511-2306,,,15,Sydow Street,,Maitland,,7405,,,,,144,8,Rough Work,,,,15 Sydow Street,Maitland,,7405
1170,Pure Innovation,,marie@pure.co.za,Ground Floor 23 Belmont Road Belmont Square Rondebosch 7700,Ground Floor 23 Belmont Road Belmont Square Rondebosch 7700,086-0111 230,,,23,Belmont Road Belmont Square,,Rondebosch,,7700,,,,,145,25,Rough Work,,,,Ground Floor 23 Belmont Road Belmont Square Rondebosch 7700,,,7700
1171,Pyrotec,,,Lakeshore Road,Lakeshore Road,217879600,,Capricorn  Business Park,,Lakeshore Road,,Muizenberg,,7945,Address Added,,,,146,11,Rough Work,,,,Lakeshore Road,,,
1173,Pyrotechnical Marketing (Pty) Limited,,,Lakeshore Road,Lakeshore Road,217879600,,,,Alexandra Road,,"Ndabeni,",,7405,,,,,147,11,Rough Work,,,,Lakeshore Road,,,
1176,Qondisa Education and Training Project,,qondisab@telkomsa.net,P O BOX 109 ELONWABENI 7791,18 CAPITAL DRIVE  TEMBANI KHAYELITSHA 7791,021-387 1927,,,18,CAPITAL DRIVE,,TEMBANI KHAYELITSHA,,7791,,,,,148,25,Rough Work,,,,18 CAPITAL DRIVE  TEMBANI KHAYELITSHA 7791,,,7791
1177,QUALITY PLASTICS (PTY) LTD (Epping),,qualityplastics@xsinet.co.za,"P O Box 45784, OTTERY, 7808","Unit 4 - 5, Evans Avenue, EPPING I",021 534-2327,Unit 4 - 5,,,Evans Avenue,,Epping 1,,7960,,,,,149,8,Rough Work,,,,Unit 4 - 5,Evans Avenue,,
1178,QUEENS WAREHOUSE,,,,"c/o LONG and WATERFRONT STREET,KNYSNA, KNYSNA",044-3824327,,,,c/o LONG and WATERFRONT STREET,,KNYSNA,KNYSNA,,,,,,150,12,Rough Work,,,,c/o LONG and WATERFRONT STREET,KNYSNA,KNYSNA,
118,CAPE MANUFACTURING ENGINEERS (Epping),,,"P O Box 313, EPPINDUST, 7574","9 Benbow Ave, EPPING INDUSTRIA, 7460",021 534-2113,,,9,Benbow Ave,,Epping Industria,,7460,,,,,151,8,Rough Work,,,,9 Benbow Ave,EPPING INDUSTRIA,,7460
1180,QUINTESSENTIAL SECURITY CC ,,qestweb@hermanus.co.za,PO BOX 690 HERMANUS 7200,"UNIT 10, ALEXWAY COMPLEX, N0 5 ROMAN CLOSE, HERMANUS. SOUTH AFRICA",028-313-1667,,,5,Roman Close,,Hermanus,,7200,,,,,152,18,Rough Work,,,,UNIT 10,ALEXWAY COMPLEX,,
1182,RAVENSMEAD CLC,,,,"NEBO PRIMARY, STROEBEL STREET, RAVENSMEAD",021-9335619,,NEBO PRIMARY,,STROEBEL STREET,,RAVENSMEAD,RAVENSMEAD,,,,,,153,12,Rough Work,,NEBO PRIMARY,,STROEBEL STREET,RAVENSMEAD,RAVENSMEAD,
1183,Reach Out Vegetable Cultivation & Training Centre,,reachoutrg@webmail.co.za,Mossie Street 51 Peerless Park North Cape Town Cape Town Metro Urban 7570,Reach Out Vegetable Cultivation & Training Centre Mossie Street 51 Peerless Park North Cape Town Cape Town Metro Urban 7570,072-624 9498,,,51,Mossie Street 51 Peerless Park North Cape Town Cape Town,Peerless Park North,Kraaifontein,Cape Town,7570,Street Number confused,,,,154,20,Rough Work,,,,Reach Out Vegetable Cultivation & Training Centre Mossie Street 51 Peerless Park North Cape Town Cape Town Metro Urban 7570,,,
1184,Recall Skills College,,setacollege@gmail.com,PO Box 10949 George George Urban 6530,Recall Skills College 123 Mitchell Street George George Urban 6530,044-8020416,,,123,Mitchell Street,,George,George,6530,,,,,155,20,Rough Work,,,,Recall Skills College 123 Mitchell Street George George Urban 6530,,,6530
1185,Red and Yellow School of Logic and Magic (Pty) Ltd,,info@redandyellow.co.za,PO Box 12415 CAPE TOWN 8010,"40 Sir Lowry Road, Cape Town, 8000",(021) 462-1946,,,40,Sir Lowry Road,,Cape Town,,8000,,,,,156,13,Rough Work,,,40,Sir Lowry Road,Cape Town,,8000
1187,Red Square Hair Academy,,,"Shop 6 Bathroom Bizarre, Doneraille STR, George, 6529",,448730751,Shop 6,Bathroom Bizarre,,Doneraille Street,,GEORGE,GEORGE,6529,,,Duplicate Suburb/City,,157,11,Rough Work,,,,,,,
1188,REDELINGHUYS SATELLIET,,,,"REDELINGHUYS PRIMARY, CHRIS MATTHUS AVENUE, REDELINGHUYS",022-9131309,,REDELINGHUYS PRIMARY,,CHRIS MATTHUS AVENUE,,REDELINGHUYS,REDELINGHUYS,,,,,,158,12,Rough Work,,REDELINGHUYS PRIMARY,,CHRIS MATTHUS AVENUE,REDELINGHUYS,REDELINGHUYS,
1191,Regent Business School (Pty) Ltd t/a Regent Business School ,,capetown@regent.ac.za,,2nd floor Stadium on Main 99 Main Rd Claremont,021 6717005 ,2nd floor,Stadium on Main,99,Main Rd,,Claremont,Cape Town,,,,,,159,7,Rough Work,,,,2nd floor Stadium on Main 99 Main Rd Claremont,,,
1193,Regent Business School (Pty) Ltd ,,capetown@regent.ac.za,,"99 Stadium on Main Road Claremont, 2nd Floor",021 6717005,"99,  2nd Floor",Stadium on Main,,Main Road,,Claremont,Cape Town,,,,,,160,2,Rough Work,"99,  2nd Floor",Stadium on Main,,Main Road,Claremont,,
1194,Reko Rekenmeesters Ingelyf ,,reko@mweb.co.za,"PO Box 309,
Vredenburg,
7380","53 Main Rd,
Vredenbug, 
7380",022 715 1830,,,53,Main Rd,,Vredenburg,Vredenburg,7380,,,,,161,2,Rough Work,,,53,Main Rd,Vredenburg,,7380
1196,RIEBEECK KASTEEL,,,,"POP CENTRE, RIEBEEK KASTEEL, MALMESBURY",022-4864541,,POP CENTRE,,RIEBEEK KASTEEL,,RIEBEEK KASTEEL,MALMESBURY,,,,,,162,12,Rough Work,,POP CENTRE,,RIEBEEK KASTEEL,RIEBEEK KASTEEL,MALMESBURY,
1197,RIEBEECK-WES,,,,"POPCENTRE, MERINOL STREET, RIEBEECKWES",022-4864541,,POPCENTRE,,MERINOL STREET,,RIEBEECKWES,RIEBEECKWES,,,,,,163,12,Rough Work,,POPCENTRE,,MERINOL STREET,RIEBEECKWES,RIEBEECKWES,
1198,RIETPOEL,,,,"DISALAAN, RIVIERSONDEREND, RIVIERSONDEREND",028-2611286,,,,DISALAAN,,RIVIERSONDEREND,RIVIERSONDEREND,,,,,,164,12,Rough Work,,,,DISALAAN,RIVIERSONDEREND,RIVIERSONDEREND,
1199,RIETVLEI,,,,"LYELL STREET, CERES, CERES",023-3162748,,,,LYELL STREET,,CERES,CERES,,,,,,165,12,Rough Work,,,,LYELL STREET,CERES,CERES,
1200,RIVERLANDS CLC,,,,"RIVERLANDS PRIMER, ATTAWAY, RIVERLANDS",022-4864541,,RIVERLANDS PRIMER,,ATTAWAY,,ATTAWAY,RIVERLANDS,,,,,,166,12,Rough Work,,RIVERLANDS PRIMER,,ATTAWAY,ATTAWAY,RIVERLANDS,
1201,RIVERSDAL GELETTERDHEIDSTIGTING,,,,"PANORAMA PRIMARY, VAN DER BERG STRAAT, RIVERSDAL",028-7131824,,PANORAMA PRIMARY,,VAN DER BERG STRAAT,,RIVERSDAL,RIVERSDAL,,,,,,167,12,Rough Work,,PANORAMA PRIMARY,,VAN DER BERG STRAAT,RIVERSDAL,RIVERSDAL,
1202,RIVIERSONDEREND LITERACY CENTRE,,,,"DISALAAN, RIVIRSONDEREND, RIVIERSONDEREND",028-2611286,,,,DISALAAN,,RIVIRSONDEREND,RIVIERSONDEREND,,,,,,168,12,Rough Work,,,,DISALAAN,RIVIRSONDEREND,RIVIERSONDEREND,
1203,ROBERTSON GEMEENSKAP LEERSENTRUM,,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,,THUSONG BUILDING,,PADDY STREET,,ROBERTSON,ROBERTSON,,,,,,169,12,Rough Work,,THUSONG BUILDING,,PADDY STREET,ROBERTSON,ROBERTSON,
1204,ROBERTSON PRISON,,,,"C/o VAN OUDTSHOORN STREET, CORRECTIONAL CENTRE, ROBERTSON",023-6268100,,,,C/o VAN OUDTSHOORN STREET,,CORRECTIONAL CENTRE,ROBERTSON,,,,,,170,12,Rough Work,,,,C/o VAN OUDTSHOORN STREET,CORRECTIONAL CENTRE,ROBERTSON,
1205,ROCKLANDS,,,,"ROCKLANDS PUBLIC LIBRARY, PARK AVENUE, MITCHELLS PLAIN",021-6921355,,ROCKLANDS PUBLIC LIBRARY,,PARK AVENUE,,MITCHELLS PLAIN,MITCHELLS PLAIN,,,,,,171,12,Rough Work,,ROCKLANDS PUBLIC LIBRARY,,PARK AVENUE,MITCHELLS PLAIN,MITCHELLS PLAIN,
1207,Roman Protection Solutions cc,,,P O BOX 844 BRACKENFELL 7561,6 DANA STREET BRACKENFELL 7560,021-9822515,,,6,DANA STREET,,BRACKENFELL,,7560,,,,,172,25,Rough Work,,,,6 DANA STREET BRACKENFELL 7560,,,7560
1209,ROSA GELETTERHEIDSENTRUM,,,,"OVERHEX COMMUNITY HALL, OVERHEX, WORCESTER",023-3427633,,OVERHEX COMMUNITY HALL,,OVERHEX,,OVERHEX,WORCESTER,,,,,,173,12,Rough Work,,OVERHEX COMMUNITY HALL,,OVERHEX,OVERHEX,WORCESTER,
121,CAR ELECT CENTRE (Cape Town),,,,,,,,48,Canterbury Street,,Cape Town,,8000,,,,,174,8,Rough Work,,,,,,,
1210,Rotolabel (TVL) (Pty) Ltd,,,36 Thor Circle,36 Thor Circle,215325540,,Viking Place,36,Thor Circle,,Thornton,,7460,,,,,175,11,Rough Work,,,,36 Thor Circle,,,
1211,Rotolabel (TVL) (Pty) Ltd,,greg@rotolabel.co.za,PO Box 532,,021-  532 5540,,,36,Thor Circle Viking Place,,THORNTON,,7460,,,Gregory Gabriels,,176,4,36 Thor Circle,,,36 Thor Circle,Viking Place,THORNTON,,7460
1212,Rowco 95,,mabimi@telkomsa.net,P O Box 22008 Fish Hoek 7974,20 Emerald Crescent Fish Hoek 7975,021-782 7938,,,20,Emerald Crescent,,Fish Hoek,,7975,,,,,177,25,Rough Work,,,,20 Emerald Crescent Fish Hoek 7975,,,7975
1215,RSA Litho,,,71 Stewart Street,71 Stewart Street,215921224,,Townsend Estate,71,Stewart Street,,Goodwood,,7460,,,,,178,11,Rough Work,,,,71 Stewart Street,,,
1217,RUST STASIE,,,,"Ruststasie Prim, MOORREESBURG, MOORREESBURG",022-4334355,,Ruststasie Prim,,MOORREESBURG,,MOORREESBURG,MOORREESBURG,,,,,,179,12,Rough Work,,Ruststasie Prim,,MOORREESBURG,MOORREESBURG,MOORREESBURG,
1218,RUSTGUARD PANELBEATERS & SPRAYPAINTERS (Paarden Eiland)(TP),,: rustguard@mweb.co.za,,"35 section street Paarden Eiland,, Cape Town",27 21 511 8800,,,35,Section Street,,Paarden Eiland,,7405,,,,,180,8,Rough Work,,,,35 section street Paarden Eiland,,,
