Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Sub_Specialisation,Field,ID,ETQAs_ID
1262,116419,U/S: Develop and implement a food safety and quality management system in an agricultural supply chain,7,NQF 5,Unit standard,,,,,286,20
1263,116425,U/S: Design a natural resource management plan,8,NQF 5,Unit standard,,,,,287,20
1264,116426,U/S: Develop a production and strategic plan for the agricultural business,11,NQF 5,Unit standard,,,,,288,20
1265,116427,U/S: Develop a propagation plan for any agricultural production system,9,NQF 5,Unit standard,,,,,289,20
1266,116428,U/S: Analyse and interpret the financial statements and physical records in an agri-business to generate managerial information,11,NQF 5,Unit standard,,,,,290,20
1267,116429,U/S: Apply integrated pest management principles,10,NQF 5,Unit standard,,,,,291,20
1268,116430,U/S: Apply and plan animal nutrition,12,NQF 5,Unit standard,,,,,292,20
1269,116431,U/S: Describe biological processes in plant physiology,9,NQF 5,Unit standard,,,,,293,20
127,,Diploma in Commerce in Marketing Management,,,Diploma,Commerce,Marketing Management,,,294,13
1270,116520,"U/S: Apply safety, health and environmental principles and procedures in a workplace",2,NQF 2,Unit standard,,,,,295,20
1271,116598,U/S: Compile debtor correspondence in accordance with legislation and standard procedures,6,NQF 4,Unit standard,,,,,296,9
1272,116637,U/S: Determine livestock mass,2,NQF 3,Unit standard,,,,,297,20
1273,116638,U/S: Mix and deliver feedlot feed to bunker,4,NQF 1,Unit standard,,,,,298,20
1274,116638,U/S: Mix and deliver feedlot feed to bunker,4,NQF 2,Unit standard,,,,,299,20
1275,116643,U/S: Administer livestock processing treatments,8,NQF 1,Unit standard,,,,,300,20
1276,116643,U/S: Administer livestock processing treatments,8,NQF 2,Unit standard,,,,,301,20
1277,116645,U/S: Control feedbunker and water trough quality,6,NQF 3,Unit standard,,,,,302,20
1278,116647,U/S: Demonstrate an understanding of the feedlot environment,10,NQF 3,Unit standard,,,,,303,20
1279,116649,U/S: Control feedlot production unit,32,NQF 4,Unit standard,,,,,304,20
128,,Diploma in Communications Management,,,Diploma,Communications Management,,,,305,13
1280,116653,U/S: Demonstrate an understanding of feedlot feed ingredient and blends,6,NQF 3,Unit standard,,,,,306,20
1281,116684,U/S: Participate in the development and management of an agricultural marketing plan,3,NQF 4,Unit standard,,,,,307,20
1282,116714,"U/S: Lead a team, plan, allocate and assess their work",4,NQF 3,Unit standard,,,,,308,20
1283,116810,U/S: Manage assessment in a learning organisation,,NQF 6,Unit standard,,,,,309,25
1284,116813,U/S: Apply herbicides mechanically,2,NQF 2,Unit standard,,,,,310,20
1285,116814,U/S: Apply fertiliser mechanically,2,NQF 2,Unit standard,,,,,311,20
1286,116815,U/S: Describe managing of a farming business,4,NQF 2,Unit standard,,,,,312,20
1287,116818,U/S: Maintain a tractor,2,NQF 2,Unit standard,,,,,313,20
1288,116820,U/S: Drive a tractor,10,NQF 2,Unit standard,,,,,314,20
1289,11693,Bachelor of Science: Property Studies,420,NQF Level 07,Bachelor,Science,Property Studies,,,315,15
129,,Diploma in Computer Applications (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Computer Applications,,,,316,13
1290,116930,U/S: Use a Graphical User Interface (GUI)-based presentation application to enhance presentation appearance,5,,Unit standard,,,,,317,9
1291,116930,U/S: Use a Graphical User Interface (GUI)-based presentation application to enhance presentation appearance,5,NQF 3,Unit standard,,,,,318,9
1292,116930,U/S: Use a Graphical User Interface (GUI)-based presentation application to enhance presentation appearance. ,5,NQF 3,Unit standard,,,,,319,9
1293,116930,U/S: Use a Graphical User Interface (GUI)-based presentation application to enhance presentation appearance. ,5,NQF 4,Unit standard,,,,,320,9
1294,116930,U/S:Use a Graphical User Interface (GUI)-based presentation application to enhance presentation appearance. ,5,NQF 3,Unit standard,,,,,321,9
1295,116931,U/S: Use a Graphical User Interface (GUI)-based web-browser to search the Internet ,4,NQF 2,Unit standard,,,,,322,9
1296,116931,U/S: Use a Graphical User Interface (GUI)-based web-browser to search the Internet ,4,NQF 3,Unit standard,,,,,323,9
1297,116931,U/S:Use a Graphical User Interface (GUI)-based web-browser to search the Internet ,4,NQF 2,Unit standard,,,,,324,9
1298,116932,U/S: Operate a personal computer system,3,NQF 1,Unit standard,,,,,325,9
1299,116933,U/S: Use a Graphical User Interface (GUI)-based presentation application to create and edit slide presentations,3,NQF 1,Unit standard,,,,,326,9
13,,Accredited Skills/Practical Programme:Electronics (Electronic Equipment Mechanician & Radio,,,Skills/Practical Programme,Electronics,Electronic Equipment Mechanician & Radio,,Engineering,327,16
130,,Diploma in Computer Programming,,,Diploma,Computer Programming,,,,328,13
1300,116935,"U/S: Enhance, edit and organise electronic messages using a Graphical User Interface (GUI)-based messaging application ",2,NQF 2,Unit standard,,,,,329,9
1301,116935,"U/S:Enhance, edit and organise electronic messages using a Graphical User Interface (GUI)-based messaging application ",2,NQF 2,Unit standard,,,,,330,9
1302,116936,U/S: Use a Graphical User Interface (GUI)-based database application to work with simple databases ,3,NQF 3,Unit standard,,,,,331,9
1303,116936,U/S:Use a Graphical User Interface (GUI)-based database application to work with simple databases ,3,NQF 3,Unit standard,,,,,332,9
1304,116937,U/S: Use a Graphical User Interface (GUI)-based spreadsheet application to create and edit spreadsheets ,4,NQF 2,Unit standard,,,,,333,9
1305,116937,U/S:Use a Graphical User Interface (GUI)-based spreadsheet application to create and edit spreadsheets ,4,NQF 2,Unit standard,,,,,334,9
1306,116938,U/S: Use a Graphical User Interface (GUI)-based word processor to create and edit documents,4,NQF 1,Unit standard,,,,,335,9
1307,116938,U/S: Use a Graphical User Interface (GUI)-based word processor to create and edit documents,4,NQF 4,Unit standard,,,,,336,9
1309,116940,U/S: Use a Graphical User Interface (GUI)-based spreadsheet application to solve a given problem ,6,NQF 3,Unit standard,,,,,337,9
131,,Diploma in Computer-based Graphic,,,Diploma,Computer-based Graphic,,,,338,13
1310,116940,U/S: Use a Graphical User Interface (GUI)-based spreadsheet application to solve a given problem ,6,NQF 6,Unit standard,,,,,339,9
1311,116940,U/S:Use a Graphical User Interface (GUI)-based spreadsheet application to solve a given problem ,6,NQF 3,Unit standard,,,,,340,9
1312,116942,U/S: Use a GUI-based word processor to create merged documents ,3,NQF 3,Unit standard,,,,,341,9
1313,116943,"U/S: Using a Graphical User Interface (GUI)-based spreadsheet application, enhance the functionality and apply graph /charts to a spreadsheet ",3,NQF 3,Unit standard,,,,,342,9
1314,116943,"U/S: Using a Graphical User Interface (GUI)-based spreadsheet application, enhance the functionality and apply graph /charts to a spreadsheet ",3,NQF 4,Unit standard,,,,,343,9
1315,116943,"Using a Graphical User Interface (GUI)-based spreadsheet application, enhance the functionality and apply graph /charts to a spreadsheet ",3,NQF 4,Unit Standard,,,,,344,9
1316,116945,U/S: Use electronic mail to send and receive messages ,2,NQF 2,Unit standard,,,,,345,9
1317,11695,Postgraduate Diploma: Property Studies,140,NQF Level 08,Postgraduate Diploma,Property Studies,,,,346,15
1318,116953,U/S: Apply quality control on the final product,10,NQF 3,Unit standard,,,,,347,20
1319,11697,Master of Science: Property Studies,230,NQF Level 09,Master,Science,Property Studies,,,348,15
132,,Diploma in Copywriting,,,Diploma,Copywriting,,,,349,13
1320,11699,Bachelor of Science Honours: Property Studies,140,NQF Level 08,Bachelor (Honours),Science,Property Studies,,,350,15
1321,11701,Bachelor of Science Honours: Construction Manageme,140,NQF Level 08,Bachelor (Honours),Science,Construction Manageme,,,351,15
1322,11703,Bachelor of Science: Construction Studies,420,NQF Level 07,Bachelor,Science,Construction Studies,,,352,15
1323,117058,U/S: Maintain a chainsaw and cut felled timber using a chainsaw,4,NQF 2,Unit standard,,,,,353,20
1324,117061,U/S: Debranch felled trees using a chainsaw in a production situation,3,NQF 2,Unit standard,,,,,354,20
1325,117062,U/S: Fell trees with a chainsaw using the standard technique and felling levers,2,NQF 2,Unit standard,,,,,355,20
1326,117064,U/S: Fell trees using a chainsaw in a production situation,5,NQF 3,Unit standard,,,,,356,20
1327,117066,U/S: Fell trees with a chainsaw using specialised techniques,2,NQF 3,Unit standard,,,,,357,20
1328,117067,"U/S: Fell, debranch and debark trees using a harvester in a non-production situation",20,NQF 3,Unit standard,,,,,358,20
1329,117069,U/S: Cross-cut felled trees using a chainsaw in a production situation,2,NQF 2,Unit standard,,,,,359,20
133,,Diploma in Counselling and Communication,,,Diploma,Counselling and Communication,,,,360,13
1330,117076,"U/S: Prepare, operate and maintain a tractor in a non-production situation",3,NQF 2,Unit standard,,,,,361,20
1331,117156,U/S: Interpret basic financial statements,,,Unit standard,,,,,362,19
1332,117156,U/S: Interpret basic financial statements ,4,NQF 4,Unit standard,,,,,363,9
1333,117241,U/S: Develop a business plan for a small business,,,Unit standard,,,,,364,19
1334,117241,U/S: Develop a business plan for a small business,5,NQF 4,Unit standard,,,,,365,9
1335,117493,U/S: Provide information about HIV and AIDS and treatment options in community care and support situations,,NQF 3,Unit standard,,,,,366,25
1336,117497,U/S: Apply basic business principles,,,Unit standard,,,,,367,19
1337,117500,U/S: Manage finance in a small business,8,NQF 4,Unit standard,,,,,368,9
1338,117508,U/S: Conceptualise and plan a design,15,NQF 4,Unit standard,,,,,369,9
1339,117508,U/S: Interpret basic financial statements  Conceptualise and plan a design,15,NQF 4,Unit standard,,,,,370,9
134,,Diploma in Early Childhood Development,,,Diploma,Early Childhood Development,,,,371,13
1340,117509,U/S: Interpret and respond to brief,5,NQF 4,Unit standard,,,,,372,9
1341,117510,U/S: Use elements and principles of 2D and 3D design,10,NQF 4,Unit standard,,,,,373,9
1342,117511,U/S: Use visual communication techniques to represent a concept,10,NQF 4,Unit standard,,,,,374,9
1343,117512,U/S: Realise and review a design,15,NQF 4,Unit standard,,,,,375,9
1344,117513,U/S: Use knowledge of self to make a life decision in the creative world,5,NQF 4,Unit standard,,,,,376,9
1345,117515,U/S: Tender for projects,7,NQF 5,Unit standard,,,,,377,9
1346,117530,"U/S: Operate sound for film, television and video production",7,NQF 4,Unit standard,,,,,378,9
1347,117531,U/S: Mount and move cameras,14,NQF 4,Unit standard,,,,,379,9
1348,117533,"U/S: Set-up visual appearance for film, television and video production",12,NQF 4,Unit standard,,,,,380,9
1349,117534,U/S: Digitise picture and sound for non-linear editing,3,NQF 4,Unit standard,,,,,381,9
135,,Diploma in Event Management,,,Diploma,Event Management,,,,382,13
1350,117535,"U/S: Perform stunts for film, television, video and live events",15,NQF 4,Unit standard,,,,,383,9
1351,117536,"U/S: Select areas of specialisation in film, television and video production",15,NQF 4,Unit standard,,,,,384,9
1352,117537,U/S: Transfer video tape materials to broadcast and non - broadcast formats,4,NQF 4,Unit standard,,,,,385,9
1353,117538,U/S: Maintain the functioning of electronic post-production environments,4,NQF 4,Unit standard,,,,,386,9
1354,117539,U/S: Assess the quality of written text,5,NQF 5,Unit standard,,,,,387,9
1355,117541,U/S: Cover a specialist beat as a journalist,6,NQF 5,Unit standard,,,,,388,9
1356,117545,U/S: Present journalistic story ideas,5,NQF 5,Unit standard,,,,,389,9
1357,117546,U/S: Collect information for journalistic use,6,NQF 5,Unit standard,,,,,390,9
1358,117547,U/S: Design interactive media,10,NQF 5,Unit standard,,,,,391,9
1359,117548,U/S: Design creative elements with digital photographic images,6,NQF 5,Unit standard,,,,,392,9
1360,117549,U/S: Edit interactive media content,10,NQF 5,Unit standard,,,,,393,9
1361,117550,U/S: Plan processes for interaction with multiple media,10,NQF 5,Unit standard,,,,,394,9
1362,117551,U/S: Deliver interactive media content,4,NQF 5,Unit standard,,,,,395,9
1363,117552,U/S: Design and develop two dimensional animation elements,10,NQF 5,Unit standard,,,,,396,9
1364,117553,U/S: Assess resources for interactive media production,5,NQF 5,Unit standard,,,,,397,9
1365,117554,U/S: Propose interactive media solutions,10,NQF 5,Unit standard,,,,,398,9
1366,117555,U/S: Gather interactive media content from existing sources,4,NQF 5,Unit standard,,,,,399,9
1367,117556,U/S: Draw electronic graphic images,6,NQF 5,Unit standard,,,,,400,9
1368,117598,U/S: Develop and present creative work and compile work portfolio,8,NQF 5,Unit standard,,,,,401,9
1369,117758,U/S: Define the mechanics and participants of the different trade cycles for all investment instrument types,16,NQF 5,Unit standard,,,,,402,21
137,,Diploma in Fashion Design,,,Diploma,Fashion Design,,,,403,13
1370,117759,U/S: Reconcile cash and holding accounts,20,NQF 5,Unit standard,,,,,404,21
1371,117762,U/S: Monitor daily cash positions and cash flows to ensure settlement and maximise performance,10,NQF 5,Unit standard,,,,,405,21
1372,117763,"U/S: Prepare, verify and distribute reports",16,NQF 5,Unit standard,,,,,406,21
1373,117766,U/S: Administer and manage scrip lending in terms of client mandates,12,NQF 5,Unit standard,,,,,407,21
1374,117767,U/S: Perform fund accounting for client portfolios,20,NQF 6,Unit standard,,,,,408,21
1375,117768,U/S: Manage and coordinate documentation and client investment mandates,10,NQF 5,Unit standard,,,,,409,21
1376,117769,U/S: Explain the Investment Process used to generate performance,5,NQF 5,Unit standard,,,,,410,21
1377,117775,U/S: Explain and apply accounting and valuation rules for investment instruments,25,NQF 5,Unit standard,,,,,411,21
1378,117778,U/S: Explain cient requirements and products that satisfy them,9,NQF 5,Unit standard,,,,,412,21
1379,117781,U/S: Explain legislative and regulatory requirements and their impacts,16,NQF 5,Unit standard,,,,,413,21
138,,Diploma in Film and Television Production Techniques,,,Diploma,Film and Television Production Techniques,,,,414,13
1380,117782,U/S: Explain the functionality of Investment Administration systems,15,NQF 5,Unit standard,,,,,415,21
1381,117784,U/S: Operate Investment Administration systems,22,NQF 5,Unit standard,,,,,416,21
1382,117785,U/S: Manage trade confirmation and settlement processes,8,NQF 5,Unit standard,,,,,417,21
1383,117812,"U/S: Apply relevant models, theories and/or strategies in a treasury",16,NQF 5,Unit standard,,,,,418,21
1384,117832,U/S: Price units and maintain unit registers for participating clients in pooled products,32,NQF 5,Unit standard,,,,,419,21
1385,117843,U/S: Process and Control Non-Residents` and Emigrants` Bank Accounts/Assets,12,NQF 5,Unit standard,,,,,420,21
1386,117847,U/S: Monitor and Control Purchases and Sales of Exchange (BoP) in a banking environment,15,NQF 5,Unit standard,,,,,421,21
